DBA_DB_LINKS                    All database links in the database                                                                                                            
DBA_EXP_OBJECTS                 Objects that have been incrementally exported                                                                                                               
DBA_EXP_FILES                   Description of export files                                                                                                             
USER_INDEXES                    Description of the user's own indexes                                                                                                            
ALL_CAPTURE_PREPARED_SCHEMAS    All user schemas at the local database that are prepared for instantiation                                                                                                                            
DBA_CAPTURE_PREPARED_TABLES     All tables prepared for instantiation                                                                                                                           
ALL_CAPTURE_PREPARED_TABLES     All tables visible to the current user that are prepared for instantiation                                                                                                                           
DBA_CAPTURE_EXTRA_ATTRIBUTES    Extra attributes for a capture process                                                                                                                            
ALL_CAPTURE_EXTRA_ATTRIBUTES    Extra attributes for a capture process that is visible to the current user                                                                                                                            
DBA_REGISTERED_ARCHIVED_LOG     Details about the registered log files                                                                                                                           
DBA_APPLY                       Details about the apply process                                                                                                         
ALL_APPLY                       Details about each apply process that dequeues from the queue visible to the current user                                                                                                         
DBA_APPLY_PARAMETERS            All parameters for apply process                                                                                                                    
ALL_APPLY_PARAMETERS            Details about parameters of each apply process that dequeues from the queue visible to the current user                                                                                                                    
DBA_APPLY_INSTANTIATED_OBJECTS  Details about objects instantiated                                                                                                                              
DBA_APPLY_INSTANTIATED_SCHEMAS  Details about schemas instantiated                                                                                                                              
DBA_APPLY_INSTANTIATED_GLOBAL   Details about database instantiated                                                                                                                             
DBA_APPLY_KEY_COLUMNS           alternative key columns for a table for STREAMS                                                                                                                     
ALL_APPLY_KEY_COLUMNS           Alternative key columns for a STREAMS table visible to the current user                                                                                                                     
DBA_APPLY_CONFLICT_COLUMNS      Details about conflict resolution                                                                                                                          
ALL_APPLY_CONFLICT_COLUMNS      Details about conflict resolution on tables visible to the current user                                                                                                                          
DBA_APPLY_TABLE_COLUMNS         Details about the destination table columns                                                                                                                       
ALL_APPLY_TABLE_COLUMNS         Details about the columns of destination table object visible to the user                                                                                                                       
DBA_APPLY_DML_HANDLERS          Details about the dml handler                                                                                                                      
ALL_APPLY_DML_HANDLERS          Details about the dml handler on tables visible to the current user                                                                                                                      
DBA_APPLY_PROGRESS              Information about the progress made by apply process                                                                                                                  
ALL_APPLY_PROGRESS              Information about the progress made by the apply process that dequeues from the queue visible to the current user                                                                                                                  
DBA_APPLY_ERROR                 Error transactions                                                                                                               
ALL_APPLY_ERROR                 Error transactions that were generated after dequeuing from the queue visible to the current user                                                                                                               
DBA_APPLY_ENQUEUE               Details about the apply enqueue action                                                                                                                 
ALL_APPLY_ENQUEUE               Details about the apply enqueue action for user accessible rules where the destination queue exists and is visible to the user                                                                                                                 
DBA_APPLY_EXECUTE               Details about the apply execute action                                                                                                                 
ALL_APPLY_EXECUTE               Details about the apply execute action for all rules visible to the user                                                                                                                 
DBA_APPLY_SPILL_TXN             Streams apply spilled transactions info                                                                                                                   
DBA_PROPAGATION                 Streams propagation in the database                                                                                                               
ALL_PROPAGATION                 Streams propagation seen by the user                                                                                                               
DBA_FILE_GROUPS                 Details about file groups                                                                                                               
DBA_FILE_GROUP_VERSIONS         Details about file group versions                                                                                                                       
DBA_FILE_GROUP_EXPORT_INFO      Details about export information of file group versions                                                                                                                          
DBA_FILE_GROUP_FILES            Details about file group files                                                                                                                    
DBA_FILE_GROUP_TABLESPACES      Details about the transportable tablespaces in the file group repository                                                                                                                          
DBA_FILE_GROUP_TABLES           Details about the tables in the file group repository                                                                                                                     
ALL_FILE_GROUPS                 Details about file groups                                                                                                               
ALL_FILE_GROUP_VERSIONS         Details about file group versions                                                                                                                       
ALL_FILE_GROUP_EXPORT_INFO      Details about export information of file group versions                                                                                                                          
ALL_FILE_GROUP_FILES            Details about file group files                                                                                                                    
ALL_FILE_GROUP_TABLESPACES      Details about the transportable tablespaces in the file group repository                                                                                                                          
ALL_FILE_GROUP_TABLES           Details about the tables in the file group repository                                                                                                                     
USER_FILE_GROUPS                Details about file groups                                                                                                                
USER_FILE_GROUP_VERSIONS        Details about file group versions                                                                                                                        
USER_FILE_GROUP_EXPORT_INFO     Details about export information of file group versions                                                                                                                           
USER_FILE_GROUP_FILES           Details about file group files                                                                                                                     
USER_FILE_GROUP_TABLESPACES     Details about the transportable tablespaces in the file group repository                                                                                                                           
USER_FILE_GROUP_TABLES          Details about the tables in the file group repository                                                                                                                      
DBA_STREAMS_MESSAGE_CONSUMERS   Streams messaging consumers                                                                                                                             
ALL_STREAMS_MESSAGE_CONSUMERS   Streams messaging consumers visible to the current user                                                                                                                             
DBA_STREAMS_GLOBAL_RULES        Global rules created by streams administrative APIs                                                                                                                        
ALL_STREAMS_GLOBAL_RULES        Global rules created on the streams capture/apply/propagation process that interact with the queue visible to the current user                                                                                                                        
DBA_STREAMS_SCHEMA_RULES        Schema rules created by streams administrative APIs                                                                                                                        
ALL_STREAMS_SCHEMA_RULES        Rules created by streams administrative APIs on all user schemas                                                                                                                        
DBA_STREAMS_TABLE_RULES         Table rules created by streams administrative APIs                                                                                                                       
ALL_STREAMS_TABLE_RULES         Rules created by streams administrative APIs on tables visible to the current user                                                                                                                       
DBA_STREAMS_MESSAGE_RULES       Rules for Streams messaging                                                                                                                         
ALL_STREAMS_MESSAGE_RULES       Rules for Streams messaging visible to the current user                                                                                                                         
ALL_STREAMS_RULES               Rules used by streams processes                                                                                                                 
DBA_STREAMS_TRANSFORM_FUNCTION  Rules-based transform functions used by Streams                                                                                                                              
ALL_STREAMS_TRANSFORM_FUNCTION  Rules-based transform functions used by Streams                                                                                                                              
DBA_STREAMS_ADMINISTRATOR       Users granted the privileges to be a streams administrator                                                                                                                         
DBA_STREAMS_UNSUPPORTED         List of all the tables that are not supported by Streams in this release                                                                                                                       
ALL_STREAMS_UNSUPPORTED         List of all the tables that are not supported by Streams in this release                                                                                                                       
DBA_STREAMS_NEWLY_SUPPORTED     List of tables that are newly supported by Streams                                                                                                                           
ALL_STREAMS_NEWLY_SUPPORTED     List of tables that are newly supported by Streams                                                                                                                           
DBA_STREAMS_TRANSFORMATIONS     Transformations defined on rules                                                                                                                           
DBA_STREAMS_RENAME_SCHEMA       Rename schema transformations                                                                                                                         
DBA_STREAMS_RENAME_TABLE        Rename table transformations                                                                                                                        
DBA_STREAMS_DELETE_COLUMN       Delete column transformations                                                                                                                         
DBA_STREAMS_RENAME_COLUMN       Rename column transformations                                                                                                                         
DBA_STREAMS_ADD_COLUMN          Add column transformations                                                                                                                      
DBA_RECOVERABLE_SCRIPT          Details about recoverable operations                                                                                                                      
DBA_RECOVERABLE_SCRIPT_PARAMS   Details about the recoverable operation parameters                                                                                                                             
DBA_RECOVERABLE_SCRIPT_BLOCKS   Details about the recoverable script blocks                                                                                                                             
DBA_RECOVERABLE_SCRIPT_ERRORS   Details showing errors during script execution                                                                                                                             
DBA_LOGMNR_PURGED_LOG                                                                                                                                
DBA_ADVISOR_SQLW_JOURNAL                                                                                                                                
ALL_SUBPART_HISTOGRAMS                                                                                                                                
USER_SQLTUNE_RATIONALE_PLAN                                                                                                                                
DBA_ADVISOR_RECOMMENDATIONS                                                                                                                                
DBA_ANALYZE_OBJECTS                                                                                                                                
USER_ADVISOR_DIRECTIVES                                                                                                                                
USER_ADVISOR_RECOMMENDATIONS                                                                                                                                
DBA_PART_HISTOGRAMS                                                                                                                                
ALL_TAB_SUBPARTITIONS                                                                                                                                
DBA_PART_LOBS                                                                                                                                
ALL_SQLSET_REFERENCES                                                                                                                                
USER_XML_COLUMN_NAMES                                                                                                                                
DBA_QUEUE_PUBLISHERS                                                                                                                                
DBA_IAS_GEN_STMTS_EXP                                                                                                                                
DBA_CACHEABLE_OBJECTS                                                                                                                                
DBA_ADVISOR_SQLA_REC_SUM                                                                                                                                
DBA_ADVISOR_SQLA_WK_MAP                                                                                                                                
DBA_IAS_OBJECTS_BASE                                                                                                                                
DBA_ADVISOR_SQLW_TEMPLATES                                                                                                                                
USER_ADVISOR_PARAMETERS                                                                                                                                
USER_PART_TABLES                                                                                                                                
USER_PART_COL_STATISTICS                                                                                                                                
DBA_AQ_AGENTS                                                                                                                                
DBA_TRANSFORMATIONS                                                                                                                                
USER_ADVISOR_RATIONALE                                                                                                                                
USER_ADVISOR_SQLA_REC_SUM                                                                                                                                
DBA_REGISTRY_HISTORY                                                                                                                                
DBA_ADVISOR_SQLW_STMTS                                                                                                                                
USER_SUBPART_KEY_COLUMNS                                                                                                                                
DBA_ADVISOR_JOURNAL                                                                                                                                
DBA_ADVISOR_RATIONALE                                                                                                                                
DBA_CACHEABLE_TABLES_BASE                                                                                                                                
USER_ADVISOR_FINDINGS                                                                                                                                
DBA_LOCK_INTERNAL                                                                                                                                
DBA_SERVER_REGISTRY                                                                                                                                
DBA_ADVISOR_SQLW_TABVOL                                                                                                                                
USER_SQLSET_STATEMENTS                                                                                                                                
DBA_REGISTRY_LOG                                                                                                                                
DBA_REGISTRY_DATABASE                                                                                                                                
DBA_SQLTUNE_RATIONALE_PLAN                                                                                                                                
USER_LOB_PARTITIONS                                                                                                                                
DBA_IAS_SITES                                                                                                                                
ALL_SERVICES                                                                                                                                
DBA_BLOCKERS                                                                                                                                
DBA_ADVISOR_SQLW_PARAMETERS                                                                                                                                
USER_SQLSET_REFERENCES                                                                                                                                
USER_ADVISOR_SQLW_JOURNAL                                                                                                                                
DBA_ADVISOR_ACTIONS                                                                                                                                
ALL_PART_HISTOGRAMS                                                                                                                                
DBA_LOB_PARTITIONS                                                                                                                                
DBA_ADVISOR_DIRECTIVES                                                                                                                                
ALL_IND_PARTITIONS                                                                                                                                
DBA_ATTRIBUTE_TRANSFORMATIONS                                                                                                                                
USER_ADVISOR_TASKS                                                                                                                                
DBA_ADVISOR_FINDINGS                                                                                                                                
DBA_LOB_SUBPARTITIONS                                                                                                                                
USER_ADVISOR_SQLW_STMTS                                                                                                                                
ALL_PART_LOBS                                                                                                                                
DBA_DDL_LOCKS                                                                                                                                
ALL_SQLSET                                                                                                                                
DBA_DML_LOCKS                                                                                                                                
DBA_PART_INDEXES                                                                                                                                
DBA_IAS_GEN_STMTS                                                                                                                                
DBA_AQ_AGENT_PRIVS                                                                                                                                
DBA_ADVISOR_PARAMETERS                                                                                                                                
USER_ADVISOR_SQLW_SUM                                                                                                                                
DBA_ADVISOR_SQLW_COLVOL                                                                                                                                
USER_ADVISOR_SQLW_TEMPLATES                                                                                                                                
DBA_ADVISOR_DEFINITIONS                                                                                                                                
USER_ADVISOR_OBJECTS                                                                                                                                
DBA_CACHEABLE_TABLES                                                                                                                                
USER_REGISTRY                                                                                                                                
ALL_REGISTRY_BANNERS                                                                                                                                
USER_IND_PARTITIONS                                                                                                                                
DBA_IAS_TEMPLATES                                                                                                                                
DBA_SQLSET_REFERENCES                                                                                                                                
DBA_ADVISOR_OBJECTS                                                                                                                                
USER_TAB_SUBPARTITIONS                                                                                                                                
DBA_REPCAT                                                                                                                                
DBA_IAS_PREGEN_STMTS                                                                                                                                
DBA_PART_KEY_COLUMNS                                                                                                                                
DBA_SQLTUNE_STATISTICS                                                                                                                                
USER_TRANSFORMATIONS                                                                                                                                
DBA_ADVISOR_USAGE                                                                                                                                
DBA_ADVISOR_TEMPLATES                                                                                                                                
DBA_SUBPART_HISTOGRAMS                                                                                                                                
USER_ADVISOR_TEMPLATES                                                                                                                                
DBA_REGISTRY_HIERARCHY                                                                                                                                
USER_REPCONFLICT                                                                                                                                
DBA_KGLLOCK                                                                                                                                
ALL_PART_KEY_COLUMNS                                                                                                                                
USER_ADVISOR_SQLA_WK_STMTS                                                                                                                                
DBA_LOGMNR_SESSION                                                                                                                                
ALL_LOB_SUBPARTITIONS                                                                                                                                
DBA_PART_COL_STATISTICS                                                                                                                                
ALL_SQLSET_BINDS                                                                                                                                
DBA_LOGMNR_LOG                                                                                                                                
USER_SQLTUNE_STATISTICS                                                                                                                                
DBA_REGISTRY                                                                                                                                
DBA_IAS_OBJECTS                                                                                                                                
ALL_PART_TABLES                                                                                                                                
ALL_PART_COL_STATISTICS                                                                                                                                
ALL_PART_INDEXES                                                                                                                                
USER_ADVISOR_JOURNAL                                                                                                                                
USER_LOB_SUBPARTITIONS                                                                                                                                
DBA_SUBPART_COL_STATISTICS                                                                                                                                
USER_REPCAT                                                                                                                                
USER_ADVISOR_SQLW_TABLES                                                                                                                                
DBA_IAS_POSTGEN_STMTS                                                                                                                                
DBA_ADVISOR_OBJECT_TYPES                                                                                                                                
USER_SUBPART_HISTOGRAMS                                                                                                                                
USER_QUEUE_PUBLISHERS                                                                                                                                
USER_SQLTUNE_PLANS                                                                                                                                
USER_LOB_TEMPLATES                                                                                                                                
USER_PART_LOBS                                                                                                                                
ALL_TAB_PARTITIONS                                                                                                                                
DBA_ADVISOR_COMMANDS                                                                                                                                
DBA_LOB_TEMPLATES                                                                                                                                
USER_SQLTUNE_BINDS                                                                                                                                
DBA_ADVISOR_LOG                                                                                                                                
ALL_SQLSET_PLANS                                                                                                                                
ALL_REPCAT                                                                                                                                
DBA_SQLSET                                                                                                                                
DBA_WORKLOAD_FILTERS                                                                                                                                
DBA_IND_SUBPARTITIONS                                                                                                                                
DBA_PART_TABLES                                                                                                                                
DBA_ADVISOR_DEF_PARAMETERS                                                                                                                                
ALL_PROBE_OBJECTS                                                                                                                                
USER_SUBPARTITION_TEMPLATES                                                                                                                                
DBA_IAS_OBJECTS_EXP                                                                                                                                
DBA_TAB_PARTITIONS                                                                                                                                
ALL_SUBPARTITION_TEMPLATES                                                                                                                                
DBA_SQLSET_BINDS                                                                                                                                
DBA_SQLTUNE_BINDS                                                                                                                                
DBA_SQLSET_STATEMENTS                                                                                                                                
DBA_SUBPARTITION_TEMPLATES                                                                                                                                
USER_PART_INDEXES                                                                                                                                
USER_ADVISOR_SQLA_WK_MAP                                                                                                                                
USER_ADVISOR_ACTIONS                                                                                                                                
ALL_SUBPART_COL_STATISTICS                                                                                                                                
DBA_ADVISOR_TASKS                                                                                                                                
ALL_IND_SUBPARTITIONS                                                                                                                                
DBA_SQLSET_PLANS                                                                                                                                
USER_TS                                                                                                                                
USER_PART_HISTOGRAMS                                                                                                                                
USER_ATTRIBUTE_TRANSFORMATIONS                                                                                                                                
USER_SQLSET_PLANS                                                                                                                                
DBA_IND_PARTITIONS                                                                                                                                
DBA_IAS_CONSTRAINT_EXP                                                                                                                                
USER_IND_SUBPARTITIONS                                                                                                                                
USER_TAB_PARTITIONS                                                                                                                                
DBA_TAB_SUBPARTITIONS                                                                                                                                
USER_PART_KEY_COLUMNS                                                                                                                                
DBA_ADVISOR_SQLW_TABLES                                                                                                                                
USER_QUEUE_SCHEDULES                                                                                                                                
USER_SUBPART_COL_STATISTICS                                                                                                                                
ALL_LOB_PARTITIONS                                                                                                                                
DBA_SUBPART_KEY_COLUMNS                                                                                                                                
USER_SQLSET_BINDS                                                                                                                                
DBA_LOCK                                                                                                                                
DBA_SQLTUNE_PLANS                                                                                                                                
ALL_SQLSET_STATEMENTS                                                                                                                                
DBA_ADVISOR_SQLA_WK_STMTS                                                                                                                                
USER_ADVISOR_LOG                                                                                                                                
DBA_JAVA_NCOMPS                                                                                                                                
USER_ADVISOR_SQLW_COLVOL                                                                                                                                
DBA_ADVISOR_SQLW_SUM                                                                                                                                
ALL_LOB_TEMPLATES                                                                                                                                
DBA_CACHEABLE_NONTABLE_OBJECTS                                                                                                                                
DBA_QUEUE_SCHEDULES                                                                                                                                
DBA_WORKLOAD_CAPTURES                                                                                                                                
USER_AQ_AGENT_PRIVS                                                                                                                                
ALL_SUBPART_KEY_COLUMNS                                                                                                                                
ALL_AW_AC_10G                                                                                                                                
DBA_CACHEABLE_OBJECTS_BASE                                                                                                                                
USER_ADVISOR_SQLW_PARAMETERS                                                                                                                                
USER_ADVISOR_SQLW_TABVOL                                                                                                                                
USER_SQLSET                                                                                                                                
DBA_WAITERS                                                                                                                                
DBA_ADVISOR_PARAMETERS_PROJ                                                                                                                                
ALL_QUEUE_PUBLISHERS                                                                                                                                
AUDIT_ACTIONS                   Description table for audit trail action type codes.  Maps action type numbers to action type names                                                                                                             
COLUMN_PRIVILEGES               Grants on columns for which the user is the grantor, grantee, owner, or
 an enabled role or PUBLIC is the grantee                                                                                                                 
DATABASE_COMPATIBLE_LEVEL       Database compatible parameter set via init.ora                                                                                                                         
DBMS_ALERT_INFO                                                                                                                                
DBMS_LOCK_ALLOCATED                                                                                                                                
DICTIONARY                      Description of data dictionary tables and views                                                                                                          
DICT_COLUMNS                    Description of columns in data dictionary tables and views                                                                                                            
DUAL                                                                                                                                
